Chrom,GenomeVersion,Gene,start,end,Gene_length,,strand,,Gene_ID,,,,,,,,,
chr2H,ibsc,gene,755770378,755771998,1620,.,+,.,HORVU2Hr1G123480,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DRK3];gene_id=HORVU2Hr1G123480;logic_name=ibsc,,,,,,,
chr2H,ibsc,gene,755876983,755881050,4067,.,-,.,HORVU2Hr1G123490,,,,,,,,,
chr2H,ibsc,gene,756132578,756147839,15261,.,-,.,HORVU2Hr1G123530,,,,,,,,,
chr2H,ibsc,gene,756200026,756200573,547,.,+,.,HORVU2Hr1G123560,,,,,,,,,
chr2H,ibsc,gene,756249859,756251040,1181,.,+,.,HORVU2Hr1G123570,,,,,,,,,
chr2H,ibsc,gene,756256658,756257774,1116,.,-,.,HORVU2Hr1G123580,,,,,,,,,
chr2H,ibsc,gene,756260042,756270874,10832,.,-,.,HORVU2Hr1G123590,,,,,,,,,
chr2H,ibsc,gene,756269046,756269843,797,.,-,.,HORVU2Hr1G123610,,,,,,,,,
chr2H,ibsc,gene,756331521,756338601,7080,.,+,.,HORVU2Hr1G123650,,,,,,,,,
chr2H,ibsc,gene,756614732,756615734,1002,.,+,.,HORVU2Hr1G123710,,,,,,,,,
chr2H,ibsc,gene,756673448,756694866,21418,.,+,.,HORVU2Hr1G123730,,,,,,,,,
chr2H,ibsc,gene,756695172,756697082,1910,.,-,.,HORVU2Hr1G123750,peroxidase,[Source:UniProtKB/TrEMBL%3BAcc:M0W9Q0];gene_id=HORVU2Hr1G123750;logic_name=ibsc,,,,,,,
chr2H,ibsc,gene,756698000,756701050,3050,.,-,.,HORVU2Hr1G123760,,,,,,,,,
chr2H,ibsc,gene,756765084,756767156,2072,.,-,.,HORVU2Hr1G123770,,,,,,,,,
chr2H,ibsc,gene,756767221,756767358,137,.,+,.,HORVU2Hr1G123780,,,,,,,,,
chr2H,ibsc,gene,756780048,756780209,161,.,-,.,HORVU2Hr1G123790,,,,,,,,,
chr2H,ibsc,gene,756785736,756786120,384,.,+,.,HORVU2Hr1G123800,,,,,,,,,
chr2H,ibsc,gene,756787727,756788362,635,.,-,.,HORVU2Hr1G123810,,,,,,,,,
chr2H,ibsc,gene,756835830,756837342,1512,.,+,.,HORVU2Hr1G123820,,,,,,,,,
chr2H,ibsc,gene,756850764,756851631,867,.,-,.,HORVU2Hr1G123830,,,,,,,,,
chr2H,ibsc,gene,756927042,756929934,2892,.,-,.,HORVU2Hr1G123850,,,,,,,,,
chr2H,ibsc,gene,757091024,757091170,146,.,+,.,HORVU2Hr1G123860,,,,,,,,,
chr2H,ibsc,gene,757102771,757104161,1390,.,+,.,HORVU2Hr1G123870,,,,,,,,,
chr2H,ibsc,gene,757113532,757210982,97450,.,+,.,HORVU2Hr1G123890,,,,,,,,,
chr2H,ibsc,gene,757154986,757155839,853,.,+,.,HORVU2Hr1G123900,,,,,,,,,
chr2H,ibsc,gene,757197776,757200025,2249,.,+,.,HORVU2Hr1G123980,,,,,,,,,
chr2H,ibsc,gene,757213391,757216911,3520,.,+,.,HORVU2Hr1G123990,,,,,,,,,
chr2H,ibsc,gene,757306253,757311082,4829,.,-,.,HORVU2Hr1G124000,,,,,,,,,
chr2H,ibsc,gene,757318935,757324066,5131,.,-,.,HORVU2Hr1G124010,,,,,,,,,
chr2H,ibsc,gene,757350633,757351498,865,.,+,.,HORVU2Hr1G124020,,,,,,,,,
chr2H,ibsc,gene,757382702,757388011,5309,.,-,.,HORVU2Hr1G124030,,,,,,,,,
chr2H,ibsc,gene,757511468,757517877,6409,.,+,.,HORVU2Hr1G124050,,,,,,,,,
chr2H,ibsc,gene,757610983,757611883,900,.,-,.,HORVU2Hr1G124070,,,,,,,,,
chr2H,ibsc,gene,757614645,757616154,1509,.,+,.,HORVU2Hr1G124080,,,,,,,,,
chr2H,ibsc,gene,757626351,757628027,1676,.,-,.,HORVU2Hr1G124100,,,,,,,,,
chr2H,ibsc,gene,757665749,757677154,11405,.,-,.,HORVU2Hr1G124110,,,,,,,,,
chr2H,ibsc,gene,757740006,757747909,7903,.,-,.,HORVU2Hr1G124130,,,,,,,,,
chr2H,ibsc,gene,757758697,757760344,1647,.,-,.,HORVU2Hr1G124140,,,,,,,,,
chr2H,ibsc,gene,757758863,757759367,504,.,-,.,HORVU2Hr1G124150,,,,,,,,,
chr2H,ibsc,gene,757782897,757783151,254,.,-,.,HORVU2Hr1G124160,,,,,,,,,
chr2H,ibsc,gene,757809841,757814361,4520,.,-,.,HORVU2Hr1G124190,kinase,[Source:UniProtKB/TrEMBL%3BAcc:M0Y2Q7];gene_id=HORVU2Hr1G124190;logic_name=ibsc,,,,,,,
chr2H,ibsc,gene,757818730,757820851,2121,.,-,.,HORVU2Hr1G124200,,,,,,,,,
chr2H,ibsc,gene,757856040,758101641,245601,.,-,.,HORVU2Hr1G124210,,,,,,,,,
chr2H,ibsc,gene,758036291,758037749,1458,.,-,.,HORVU2Hr1G124230,,,,,,,,,
chr2H,ibsc,gene,758085654,758085857,203,.,+,.,HORVU2Hr1G124240,,,,,,,,,
chr2H,ibsc,gene,758123834,758126224,2390,.,+,.,HORVU2Hr1G124250,kinase,[Source:UniProtKB/TrEMBL%3BAcc:M0Y2Q7];gene_id=HORVU2Hr1G124250;logic_name=ibsc,,,,,,,
chr2H,ibsc,gene,758305836,758313038,7202,.,-,.,HORVU2Hr1G124260,,,,,,,,,
chr2H,ibsc,gene,758322397,758328996,6599,.,-,.,HORVU2Hr1G124270,,,,,,,,,
chr2H,ibsc,gene,758355535,758355745,210,.,+,.,HORVU2Hr1G124280,,,,,,,,,
chr2H,ibsc,gene,758368849,758370210,1361,.,-,.,HORVU2Hr1G124300,,,,,,,,,
chr2H,ibsc,gene,758385024,758386156,1132,.,-,.,HORVU2Hr1G124310,,,,,,,,,
chr2H,ibsc,gene,758400560,758401777,1217,.,-,.,HORVU2Hr1G124320,,,,,,,,,
chr2H,ibsc,gene,758407801,758408858,1057,.,-,.,HORVU2Hr1G124330,,,,,,,,,
chr2H,ibsc,gene,758421797,758423771,1974,.,+,.,HORVU2Hr1G124350,,,,,,,,,
chr2H,ibsc,gene,758451271,758586818,135547,.,-,.,HORVU2Hr1G124370,,,,,,,,,
chr2H,ibsc,gene,758498377,758500109,1732,.,-,.,HORVU2Hr1G124380,,,,,,,,,
chr2H,ibsc,gene,758500378,758621232,120854,.,+,.,HORVU2Hr1G124400,,,,,,,,,
chr2H,ibsc,gene,758555788,758557838,2050,.,-,.,HORVU2Hr1G124430,,,,,,,,,
chr2H,ibsc,gene,758563443,758563629,186,.,-,.,HORVU2Hr1G124440,,,,,,,,,
chr2H,ibsc,gene,758605138,758605990,852,.,-,.,HORVU2Hr1G124480,,,,,,,,,
chr2H,ibsc,gene,758608276,758608694,418,.,+,.,HORVU2Hr1G124490,,,,,,,,,
chr2H,ibsc,gene,758627569,758628371,802,.,+,.,HORVU2Hr1G124510,,,,,,,,,
chr2H,ibsc,gene,758644915,758645088,173,.,-,.,HORVU2Hr1G124520,,,,,,,,,
chr2H,ibsc,gene,758649764,758663450,13686,.,-,.,HORVU2Hr1G124530,,,,,,,,,
chr2H,ibsc,gene,758674366,758675622,1256,.,-,.,HORVU2Hr1G124540,,,,,,,,,
chr2H,ibsc,gene,758681809,758685687,3878,.,-,.,HORVU2Hr1G124560,,,,,,,,,
chr2H,ibsc,gene,758756422,758758459,2037,.,+,.,HORVU2Hr1G124590,,,,,,,,,
chr2H,ibsc,gene,758798962,758800868,1906,.,+,.,HORVU2Hr1G124610,,,,,,,,,
chr2H,ibsc,gene,758823342,758824449,1107,.,-,.,HORVU2Hr1G124630,,,,,,,,,
chr2H,ibsc,gene,758847540,758851275,3735,.,+,.,HORVU2Hr1G124650,,,,,,,,,
chr2H,ibsc,gene,758852948,758854014,1066,.,-,.,HORVU2Hr1G124660,,,,,,,,,
chr2H,ibsc,gene,758882907,758883433,526,.,+,.,HORVU2Hr1G124670,,,,,,,,,
chr2H,ibsc,gene,758928664,758929050,386,.,-,.,HORVU2Hr1G124690,,,,,,,,,
chr2H,ibsc,gene,758944464,758946128,1664,.,-,.,HORVU2Hr1G124700,,,,,,,,,
chr2H,ibsc,gene,758983057,758983971,914,.,+,.,HORVU2Hr1G124720,,,,,,,,,
chr2H,ibsc,gene,758993927,759000832,6905,.,+,.,HORVU2Hr1G124730,,,,,,,,,
chr2H,ibsc,gene,759010729,759015006,4277,.,-,.,HORVU2Hr1G124740,,,,,,,,,
chr2H,ibsc,gene,759080262,759083269,3007,.,-,.,HORVU2Hr1G124770,,,,,,,,,
chr2H,ibsc,gene,759146738,759148658,1920,.,-,.,HORVU2Hr1G124790,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2CSP5];gene_id=HORVU2Hr1G124790;logic_name=ibsc,,,,,,,
chr2H,ibsc,gene,759161849,759163088,1239,.,+,.,HORVU2Hr1G124800,,,,,,,,,
chr2H,ibsc,gene,759165632,759188908,23276,.,-,.,HORVU2Hr1G124810,,,,,,,,,
chr2H,ibsc,gene,759205586,759206080,494,.,-,.,HORVU2Hr1G124820,,,,,,,,,
chr2H,ibsc,gene,759279572,759283062,3490,.,+,.,HORVU2Hr1G124850,,,,,,,,,
chr2H,ibsc,gene,759290209,759292377,2168,.,-,.,HORVU2Hr1G124860,,,,,,,,,
chr2H,ibsc,gene,759353321,759437962,84641,.,-,.,HORVU2Hr1G124870,,,,,,,,,
chr2H,ibsc,gene,759409384,759413620,4236,.,-,.,HORVU2Hr1G124880,,,,,,,,,
chr2H,ibsc,gene,759627116,759628743,1627,.,-,.,HORVU2Hr1G124930,[Source:UniProtKB/TrEMBL%3BAcc:M0Y3W8];gene_id=HORVU2Hr1G124930;logic_name=ibsc,,,,,,,,
chr2H,ibsc,gene,759745070,759746770,1700,.,+,.,HORVU2Hr1G124950,,,,,,,,,
chr2H,ibsc,gene,759783706,759785329,1623,.,-,.,HORVU2Hr1G124960,[Source:UniProtKB/TrEMBL%3BAcc:F2CTL9];gene_id=HORVU2Hr1G124960;logic_name=ibsc,,,,,,,,
chr2H,ibsc,gene,759827977,759830090,2113,.,-,.,HORVU2Hr1G124970,[Source:UniProtKB/TrEMBL%3BAcc:F2DP54];gene_id=HORVU2Hr1G124970;logic_name=ibsc,,,,,,,,
chr2H,ibsc,gene,759833427,759835301,1874,.,-,.,HORVU2Hr1G124980,[Source:UniProtKB/TrEMBL%3BAcc:M0WUX2];gene_id=HORVU2Hr1G124980;logic_name=ibsc,,,,,,,,
chr2H,ibsc,gene,759955034,759955213,179,.,-,.,HORVU2Hr1G125000,,,,,,,,,
chr2H,ibsc,gene,759989544,759995103,5559,.,-,.,HORVU2Hr1G125010,,,,,,,,,
chr2H,ibsc,gene,760023930,760025691,1761,.,-,.,HORVU2Hr1G125020,,,,,,,,,
chr2H,ibsc,gene,760112899,760114295,1396,.,-,.,HORVU2Hr1G125050,[Source:UniProtKB/TrEMBL%3BAcc:M0X7M2];gene_id=HORVU2Hr1G125050;logic_name=ibsc,,,,,,,,
chr2H,ibsc,gene,760118402,760118795,393,.,-,.,HORVU2Hr1G125060,,,,,,,,,
chr2H,ibsc,gene,760135070,760135295,225,.,+,.,HORVU2Hr1G125080,,,,,,,,,
chr2H,ibsc,gene,760139300,760141150,1850,.,-,.,HORVU2Hr1G125090,,,,,,,,,
chr2H,ibsc,gene,760183208,760185037,1829,.,+,.,HORVU2Hr1G125100,[Source:UniProtKB/TrEMBL%3BAcc:M0V1W0];gene_id=HORVU2Hr1G125100;logic_name=ibsc,,,,,,,,
chr2H,ibsc,gene,760245676,760335182,89506,.,+,.,HORVU2Hr1G125110,,,,,,,,,
chr2H,ibsc,gene,760247048,760247755,707,.,+,.,HORVU2Hr1G125120,,,,,,,,,
chr2H,ibsc,gene,760274810,760281691,6881,.,+,.,HORVU2Hr1G125130,,,,,,,,,
chr2H,ibsc,gene,760301679,760309507,7828,.,+,.,HORVU2Hr1G125150,,,,,,,,,
chr2H,ibsc,gene,760371654,760371949,295,.,-,.,HORVU2Hr1G125170,,,,,,,,,
chr2H,ibsc,gene,760380821,760381958,1137,.,+,.,HORVU2Hr1G125180,,,,,,,,,
chr2H,ibsc,gene,760431794,760433592,1798,.,+,.,HORVU2Hr1G125200,,,,,,,,,
chr2H,ibsc,gene,760447989,760483388,35399,.,-,.,HORVU2Hr1G125210,,,,,,,,,
chr2H,ibsc,gene,760526319,760528983,2664,.,-,.,HORVU2Hr1G125230,,,,,,,,,
chr2H,ibsc,gene,760556331,760564257,7926,.,-,.,HORVU2Hr1G125250,,,,,,,,,
chr2H,ibsc,gene,760672003,760675412,3409,.,+,.,HORVU2Hr1G125260,,,,,,,,,
chr2H,ibsc,gene,760692531,760694148,1617,.,-,.,HORVU2Hr1G125270,,,,,,,,,
chr2H,ibsc,gene,760723469,760725708,2239,.,+,.,HORVU2Hr1G125280,,,,,,,,,
chr2H,ibsc,gene,760751694,760753560,1866,.,+,.,HORVU2Hr1G125330,,,,,,,,,
chr2H,ibsc,gene,760759758,760760077,319,.,-,.,HORVU2Hr1G125350,,,,,,,,,
chr2H,ibsc,gene,760761578,760766862,5284,.,-,.,HORVU2Hr1G125360,,,,,,,,,
chr2H,ibsc,gene,760793251,760794800,1549,.,-,.,HORVU2Hr1G125370,,,,,,,,,
chr2H,ibsc,gene,760842095,760846366,4271,.,+,.,HORVU2Hr1G125390,,,,,,,,,
chr2H,ibsc,gene,760849352,760851428,2076,.,+,.,HORVU2Hr1G125420,,,,,,,,,
chr2H,ibsc,gene,760880861,760881813,952,.,-,.,HORVU2Hr1G125430,,,,,,,,,
chr2H,ibsc,gene,760930333,760931308,975,.,-,.,HORVU2Hr1G125460,,,,,,,,,
chr2H,ibsc,gene,760951322,760953839,2517,.,-,.,HORVU2Hr1G125480,,,,,,,,,
chr2H,ibsc,gene,760981882,760984878,2996,.,-,.,HORVU2Hr1G125490,,,,,,,,,
chr2H,ibsc,gene,760988792,760990070,1278,.,-,.,HORVU2Hr1G125500,,,,,,,,,
chr2H,ibsc,gene,761025304,761027095,1791,.,+,.,HORVU2Hr1G125520,,,,,,,,,
chr2H,ibsc,gene,761142491,761145408,2917,.,+,.,HORVU2Hr1G125580,,,,,,,,,
chr2H,ibsc,gene,761249660,761250752,1092,.,-,.,HORVU2Hr1G125600,,,,,,,,,
chr2H,ibsc,gene,761263369,761264948,1579,.,+,.,HORVU2Hr1G125620,,,,,,,,,
chr2H,ibsc,gene,761274163,761275764,1601,.,+,.,HORVU2Hr1G125630,,,,,,,,,
chr2H,ibsc,gene,761291540,761299409,7869,.,-,.,HORVU2Hr1G125640,,,,,,,,,
chr2H,ibsc,gene,761292844,761293227,383,.,-,.,HORVU2Hr1G125650,,,,,,,,,
chr2H,ibsc,gene,761430860,761436407,5547,.,+,.,HORVU2Hr1G125680,,,,,,,,,
chr2H,ibsc,gene,761474249,761477889,3640,.,-,.,HORVU2Hr1G125690,,,,,,,,,
chr2H,ibsc,gene,761528681,761532768,4087,.,-,.,HORVU2Hr1G125740,,,,,,,,,
chr2H,ibsc,gene,761559068,761561614,2546,.,+,.,HORVU2Hr1G125750,,,,,,,,,
chr2H,ibsc,gene,761618814,761620213,1399,.,+,.,HORVU2Hr1G125770,,,,,,,,,
chr2H,ibsc,gene,761623464,761629575,6111,.,-,.,HORVU2Hr1G125790,,,,,,,,,
chr2H,ibsc,gene,761631712,761632034,322,.,-,.,HORVU2Hr1G125800,,,,,,,,,
chr2H,ibsc,gene,761685512,761686042,530,.,+,.,HORVU2Hr1G125820,,,,,,,,,
chr2H,ibsc,gene,761709477,761711996,2519,.,+,.,HORVU2Hr1G125840,,,,,,,,,
chr2H,ibsc,gene,761809984,761812020,2036,.,+,.,HORVU2Hr1G125850,,,,,,,,,
chr2H,ibsc,gene,762051264,762051988,724,.,-,.,HORVU2Hr1G125910,,,,,,,,,
chr2H,ibsc,gene,762052364,762052820,456,.,-,.,HORVU2Hr1G125920,,,,,,,,,
chr2H,ibsc,gene,762152138,762154679,2541,.,-,.,HORVU2Hr1G125950,,,,,,,,,
chr2H,ibsc,gene,762257477,762258055,578,.,-,.,HORVU2Hr1G126000,,,,,,,,,
chr2H,ibsc,gene,762356231,762365714,9483,.,+,.,HORVU2Hr1G126010,,,,,,,,,
chr2H,ibsc,gene,762462450,762470167,7717,.,+,.,HORVU2Hr1G126040,,,,,,,,,
chr2H,ibsc,gene,762526276,762529120,2844,.,-,.,HORVU2Hr1G126080,,,,,,,,,
chr2H,ibsc,gene,762648203,762652225,4022,.,+,.,HORVU2Hr1G126100,,,,,,,,,
chr2H,ibsc,gene,762681614,762682364,750,.,+,.,HORVU2Hr1G126120,,,,,,,,,
chr2H,ibsc,gene,762705069,762708266,3197,.,+,.,HORVU2Hr1G126130,,,,,,,,,
chr2H,ibsc,gene,762827281,762830345,3064,.,+,.,HORVU2Hr1G126150,,,,,,,,,
chr2H,ibsc,gene,762834084,762844599,10515,.,-,.,HORVU2Hr1G126170,,,,,,,,,
chr2H,ibsc,gene,762856615,762863667,7052,.,+,.,HORVU2Hr1G126180,,,,,,,,,
chr2H,ibsc,gene,762888691,762892551,3860,.,+,.,HORVU2Hr1G126200,,,,,,,,,
chr2H,ibsc,gene,762932507,762932706,199,.,+,.,HORVU2Hr1G126220,,,,,,,,,
chr2H,ibsc,gene,762948938,762953829,4891,.,+,.,HORVU2Hr1G126230,,,,,,,,,
chr2H,ibsc,gene,762985247,762985748,501,.,+,.,HORVU2Hr1G126240,,,,,,,,,
chr2H,ibsc,gene,762988918,762992772,3854,.,-,.,HORVU2Hr1G126250,,,,,,,,,
chr2H,ibsc,gene,763009236,763015651,6415,.,-,.,HORVU2Hr1G126290,,,,,,,,,
chr2H,ibsc,gene,763099080,763099933,853,.,+,.,HORVU2Hr1G126350,,,,,,,,,
chr2H,ibsc,gene,763149795,763150358,563,.,+,.,HORVU2Hr1G126370,,,,,,,,,
chr2H,ibsc,gene,763199723,763217682,17959,.,-,.,HORVU2Hr1G126380,,,,,,,,,
chr2H,ibsc,gene,763203996,763204284,288,.,+,.,HORVU2Hr1G126390,,,,,,,,,
chr2H,ibsc,gene,763333005,763348847,15842,.,+,.,HORVU2Hr1G126440,,,,,,,,,
chr2H,ibsc,gene,763467610,763469844,2234,.,+,.,HORVU2Hr1G126470,,,,,,,,,
chr2H,ibsc,gene,763538813,763543592,4779,.,+,.,HORVU2Hr1G126490,,,,,,,,,
chr2H,ibsc,gene,763550972,763558662,7690,.,+,.,HORVU2Hr1G126510,,,,,,,,,
chr2H,ibsc,gene,763693944,763695606,1662,.,-,.,HORVU2Hr1G126540,,,,,,,,,
chr2H,ibsc,gene,763746573,763747639,1066,.,-,.,HORVU2Hr1G126550,,,,,,,,,
chr2H,ibsc,gene,763821584,763823933,2349,.,+,.,HORVU2Hr1G126570,,,,,,,,,
chr2H,ibsc,gene,763877006,763877263,257,.,+,.,HORVU2Hr1G126580,,,,,,,,,
chr2H,ibsc,gene,763885160,763888302,3142,.,-,.,HORVU2Hr1G126600,,,,,,,,,
chr2H,ibsc,gene,763960551,763972812,12261,.,-,.,HORVU2Hr1G126610,,,,,,,,,
chr2H,ibsc,gene,764045393,764045814,421,.,+,.,HORVU2Hr1G126640,,,,,,,,,
chr2H,ibsc,gene,764051631,764052511,880,.,+,.,HORVU2Hr1G126650,,,,,,,,,
chr2H,ibsc,gene,764066166,764068524,2358,.,-,.,HORVU2Hr1G126660,,,,,,,,,
chr2H,ibsc,gene,764279329,764290102,10773,.,-,.,HORVU2Hr1G126690,,,,,,,,,
chr2H,ibsc,gene,764378805,764380707,1902,.,-,.,HORVU2Hr1G126720,,,,,,,,,
chr2H,ibsc,gene,764420452,764424390,3938,.,-,.,HORVU2Hr1G126730,,,,,,,,,
chr2H,ibsc,gene,764571007,764574276,3269,.,+,.,HORVU2Hr1G126740,,,,,,,,,
chr2H,ibsc,gene,764585667,764594323,8656,.,-,.,HORVU2Hr1G126750,,,,,,,,,
chr2H,ibsc,gene,764637921,764638247,326,.,+,.,HORVU2Hr1G126760,,,,,,,,,
chr2H,ibsc,gene,764857492,764859404,1912,.,+,.,HORVU2Hr1G126800,,,,,,,,,
chr2H,ibsc,gene,765050410,765159289,108879,.,+,.,HORVU2Hr1G126810,,,,,,,,,
chr2H,ibsc,gene,765156820,765157404,584,.,-,.,HORVU2Hr1G126870,,,,,,,,,
chr2H,ibsc,gene,765605271,765608372,3101,.,-,.,HORVU2Hr1G126930,,,,,,,,,
chr2H,ibsc,gene,765627839,765634298,6459,.,+,.,HORVU2Hr1G126940,,,,,,,,,
chr2H,ibsc,gene,765634629,765637443,2814,.,-,.,HORVU2Hr1G126950,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D486];gene_id=HORVU2Hr1G126950;logic_name=ibsc,,,,,,,
chr2H,ibsc,gene,765665646,765666966,1320,.,-,.,HORVU2Hr1G126960,,,,,,,,,
chr2H,ibsc,gene,765723631,765724784,1153,.,-,.,HORVU2Hr1G126980,,,,,,,,,
chr2H,ibsc,gene,765729737,765730087,350,.,+,.,HORVU2Hr1G127020,,,,,,,,,
chr2H,ibsc,gene,765730088,765730234,146,.,+,.,HORVU2Hr1G127030,,,,,,,,,
chr2H,ibsc,gene,765730322,765730750,428,.,+,.,HORVU2Hr1G127040,,,,,,,,,
chr2H,ibsc,gene,765749699,765752266,2567,.,+,.,HORVU2Hr1G127060,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D486];gene_id=HORVU2Hr1G127060;logic_name=ibsc,,,,,,,
chr2H,ibsc,gene,765752637,765758046,5409,.,-,.,HORVU2Hr1G127070,,,,,,,,,
chr2H,ibsc,gene,765910275,765917856,7581,.,+,.,HORVU2Hr1G127090,,,,,,,,,
chr2H,ibsc,gene,765910275,765919163,8888,.,-,.,HORVU2Hr1G127100,,,,,,,,,
chr2H,ibsc,gene,765936571,765937404,833,.,-,.,HORVU2Hr1G127120,,,,,,,,,
chr2H,ibsc,gene,765943371,765945953,2582,.,-,.,HORVU2Hr1G127130,,,,,,,,,
chr2H,ibsc,gene,765970232,766051910,81678,.,-,.,HORVU2Hr1G127140,,,,,,,,,
chr2H,ibsc,gene,766024144,766026591,2447,.,-,.,HORVU2Hr1G127160,,,,,,,,,
chr2H,ibsc,gene,766081548,766084908,3360,.,-,.,HORVU2Hr1G127190,,,,,,,,,
chr2H,ibsc,gene,766098911,766100937,2026,.,+,.,HORVU2Hr1G127210,,,,,,,,,
chr2H,ibsc,gene,766141777,766145430,3653,.,+,.,HORVU2Hr1G127220,,,,,,,,,
chr2H,ibsc,gene,766285098,766286125,1027,.,-,.,HORVU2Hr1G127230,,,,,,,,,
chr2H,ibsc,gene,766313033,766318728,5695,.,-,.,HORVU2Hr1G127250,,,,,,,,,
chr2H,ibsc,gene,766374949,766376653,1704,.,-,.,HORVU2Hr1G127260,,,,,,,,,
chr2H,ibsc,gene,766793046,766802019,8973,.,-,.,HORVU2Hr1G127270,,,,,,,,,
chr2H,ibsc,gene,766808018,766811887,3869,.,-,.,HORVU2Hr1G127280,,,,,,,,,
chr2H,ibsc,gene,766960183,766960727,544,.,-,.,HORVU2Hr1G127320,,,,,,,,,
chr2H,ibsc,gene,767015612,767022622,7010,.,+,.,HORVU2Hr1G127340,,,,,,,,,
chr2H,ibsc,gene,767045323,767047523,2200,.,-,.,HORVU2Hr1G127360,,,,,,,,,
chr2H,ibsc,gene,767055443,767058314,2871,.,-,.,HORVU2Hr1G127370,,,,,,,,,
chr2H,ibsc,gene,767194074,767194571,497,.,-,.,HORVU2Hr1G127420,,,,,,,,,
chr2H,ibsc,gene,767194938,767195477,539,.,-,.,HORVU2Hr1G127430,,,,,,,,,
chr2H,ibsc,gene,767240974,767272689,31715,.,+,.,HORVU2Hr1G127440,,,,,,,,,
chr2H,ibsc,gene,767272800,767273543,743,.,+,.,HORVU2Hr1G127470,,,,,,,,,
chr2H,ibsc,gene,767283074,767284606,1532,.,+,.,HORVU2Hr1G127480,,,,,,,,,
chr2H,ibsc,gene,767291654,767297727,6073,.,+,.,HORVU2Hr1G127490,,,,,,,,,
chr2H,ibsc,gene,767299110,767302511,3401,.,-,.,HORVU2Hr1G127500,magnesium,transporter,[Source:UniProtKB/TrEMBL%3BAcc:M0XQ88];gene_id=HORVU2Hr1G127500;logic_name=ibsc,,,,,,
chr2H,ibsc,gene,767324812,767327115,2303,.,+,.,HORVU2Hr1G127510,,,,,,,,,
chr2H,ibsc,gene,767329515,767331868,2353,.,+,.,HORVU2Hr1G127520,,,,,,,,,
chr2H,ibsc,gene,767333366,767335854,2488,.,+,.,HORVU2Hr1G127530,,,,,,,,,
chr2H,ibsc,gene,767354103,767356561,2458,.,-,.,HORVU2Hr1G127540,,,,,,,,,
chr2H,ibsc,gene,767359350,767361271,1921,.,-,.,HORVU2Hr1G127550,,,,,,,,,
chr2H,ibsc,gene,767372547,767372965,418,.,-,.,HORVU2Hr1G127560,,,,,,,,,
chr2H,ibsc,gene,767397397,767432386,34989,.,+,.,HORVU2Hr1G127590,,,,,,,,,
chr2H,ibsc,gene,767423202,767423596,394,.,+,.,HORVU2Hr1G127610,,,,,,,,,
chr2H,ibsc,gene,767429339,767429979,640,.,-,.,HORVU2Hr1G127620,,,,,,,,,
chr2H,ibsc,gene,767502471,767503651,1180,.,-,.,HORVU2Hr1G127630,,,,,,,,,
chr2H,ibsc,gene,767599065,767599305,240,.,-,.,HORVU2Hr1G127640,,,,,,,,,
chr2H,ibsc,gene,767602920,767604451,1531,.,+,.,HORVU2Hr1G127650,,,,,,,,,
chr2H,ibsc,gene,767638865,767639509,644,.,+,.,HORVU2Hr1G127660,,,,,,,,,
chr2H,ibsc,gene,767719038,767719928,890,.,-,.,HORVU2Hr1G127670,,,,,,,,,
chr2H,ibsc,gene,767808284,767810178,1894,.,+,.,HORVU2Hr1G127680,,,,,,,,,
chr2H,ibsc,gene,767854187,767854640,453,.,+,.,HORVU2Hr1G127690,,,,,,,,,
chr2H,ibsc,gene,767877369,767881254,3885,.,+,.,HORVU2Hr1G127700,,,,,,,,,
chr2H,ibsc,gene,767882846,767958541,75695,.,+,.,HORVU2Hr1G127720,,,,,,,,,
chr2H,ibsc,gene,767902026,767902277,251,.,-,.,HORVU2Hr1G127730,,,,,,,,,
chr2H,ibsc,gene,767937297,767941613,4316,.,+,.,HORVU2Hr1G127740,glycosyltransferase,subunit,1,[Source:UniProtKB/TrEMBL%3BAcc:M0Z968];gene_id=HORVU2Hr1G127740;logic_name=ibsc,,,,,
chr2H,ibsc,gene,767999964,768001182,1218,.,+,.,HORVU2Hr1G127750,,,,,,,,,
chr2H,ibsc,gene,768039612,768043353,3741,.,-,.,HORVU2Hr1G127770,,,,,,,,,
chr3H,ibsc,gene,20198,22417,2219,.,-,.,HORVU3Hr1G000010,,,,,,,,,
chr3H,ibsc,gene,60126,81558,21432,.,+,.,HORVU3Hr1G000030,,,,,,,,,
chr3H,ibsc,gene,105063,133781,28718,.,+,.,HORVU3Hr1G000050,,,,,,,,,
chr3H,ibsc,gene,140979,143210,2231,.,-,.,HORVU3Hr1G000090,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DSK6];gene_id=HORVU3Hr1G000090;logic_name=ibsc,,,,,,,
chr3H,ibsc,gene,252777,261511,8734,.,-,.,HORVU3Hr1G000110,,,,,,,,,
chr3H,ibsc,gene,267726,271285,3559,.,+,.,HORVU3Hr1G000120,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DQG1];gene_id=HORVU3Hr1G000120;logic_name=ibsc,,,,,,,
chr3H,ibsc,gene,295114,300498,5384,.,+,.,HORVU3Hr1G000130,,,,,,,,,
chr3H,ibsc,gene,351569,354413,2844,.,-,.,HORVU3Hr1G000140,,,,,,,,,
